BFP,ponyGE,class
0.28410599999999997,0.2690150428815815,0.0
0.330952,0.21559720568843752,0.0
0.187605,0.19135738737799332,0.0
0.44039799999999996,0.512592236508922,1.0
0.8544709999999999,0.4330549095231042,1.0
0.8609450000000001,0.4411597218694418,1.0
1.0,0.99231492156462,1.0
0.413313,0.36436703768142015,1.0
0.447246,0.7546249655832968,0.0
0.5629810000000001,0.3199480418156628,0.0
0.415275,0.3307766043127815,0.0
0.6439729999999999,0.34649271563752815,1.0
0.613647,0.6181057929387664,1.0
0.9948309999999999,0.9144830651715558,1.0
0.9999540000000001,0.829616361707305,1.0
0.9063899999999999,0.4674383291303929,1.0
0.649999,0.36140953624931704,0.0
0.693869,0.30331279688310125,0.0
0.6700619999999999,0.30302325473052916,0.0
0.774758,0.3433723723139346,1.0
0.993102,0.5631857130092769,1.0
0.977259,0.5612740091331522,1.0
0.9398479999999999,0.48869059398500386,1.0
0.768754,0.39991629995302597,1.0
0.500749,0.11708385127715466,0.0
0.334617,0.04304771809311595,0.0
0.349515,0.06763778319605548,0.0
0.900144,0.4317367934838362,1.0
0.8591409999999999,0.36175485519961187,1.0
0.33919299999999997,0.08412820741050928,1.0
0.9028879999999999,0.4670040620231076,1.0
0.78266,0.1156470257838141,1.0
0.8168949999999999,0.41610469027775115,0.0
0.6595880000000001,0.3572426464675673,0.0
0.568858,0.3067348294681884,0.0
0.934651,0.5354690470124448,1.0
0.999885,0.9770982322178435,1.0
0.695662,0.5278168556228241,1.0
0.999426,0.9155302916035791,1.0
0.9964780000000001,0.7703869098972213,1.0
0.410603,0.2676714238024105,0.0
0.55152,0.4059795699541394,0.0
0.913331,0.49660536570779384,1.0
0.9784729999999999,0.5110218166041101,1.0
0.61849,0.28929840394145706,1.0
0.457429,0.42698982163732124,1.0
0.997022,0.8078526833127803,1.0
0.6091409999999999,0.3768797225194743,0.0
0.7926270000000001,0.46694021480626363,0.0
0.813999,0.3316179445784721,1.0
0.9014479999999999,0.4530078814831,1.0
0.9276620000000001,0.46029464844813056,1.0
0.9344959999999999,0.456308438492856,1.0
0.484725,0.524090799752593,1.0
0.454225,0.20844920935308367,0.0
0.800657,0.5429159167254513,0.0
0.390437,0.08120046679013085,1.0
0.944368,0.7249852845403797,1.0
0.9722270000000001,0.6802290302042058,1.0
0.972621,0.9126891827866291,1.0
0.427679,0.14078038784235408,0.0
0.864769,0.23230724588440949,0.0
0.907557,0.21260468476227595,1.0
0.9997360000000001,0.7553421203688894,1.0
0.893036,0.304400062402356,1.0
0.999993,0.8945269945187229,1.0
0.986237,0.5574689726746629,0.0
0.7782140000000001,0.41446739023169205,0.0
0.589394,0.5259056335712732,1.0
0.9402959999999999,0.3796239672003859,1.0
0.999965,0.8610055781368869,1.0
0.999825,0.8060939208127211,1.0
