BFP,ponyGE,class
0.126193,0.5381826349143919,0.0
0.194881,0.5194438412251688,0.0
0.134494,0.49401700459207276,0.0
0.8432790000000001,0.6402673181116791,1.0
0.5778800000000001,0.5382629218288695,1.0
0.156816,0.5287450894540275,1.0
0.287919,0.36358922146256706,0.0
0.654486,0.6777225249006393,0.0
0.350124,0.6778845473528037,0.0
0.394925,0.3870107631865785,1.0
0.973659,0.9811614692109146,1.0
0.29473499999999997,0.48512048544200836,1.0
0.178071,0.6123114628936481,0.0
0.207887,0.31664508497273086,0.0
0.14207,0.4309749475537981,0.0
0.12453800000000001,0.3887932269673522,1.0
0.491418,0.8502249916263239,1.0
0.947968,0.856394854491721,1.0
0.11238599999999999,0.31554118029143857,0.0
0.158001,0.39059097785217056,0.0
0.274758,0.4485133101661552,0.0
0.18276900000000001,0.3473424270362408,1.0
0.425871,0.41890845155595396,1.0
0.12416400000000001,0.6346356694122048,0.0
0.09188500000000001,0.42659743155093205,0.0
0.22872399999999998,0.4403303893989235,0.0
0.999983,0.97750998662263,1.0
0.6633979999999999,0.9690120150082016,1.0
0.31962399999999996,0.46492402642516173,0.0
0.264992,0.4278935880958904,0.0
0.9968940000000001,0.9248286571159414,1.0
0.9869760000000001,0.8666785273812138,1.0
0.097612,0.035761529842742196,0.0
0.101507,0.04042655032854339,0.0
0.874618,0.6308336481610551,1.0
0.136995,0.16395884231539398,1.0
0.151428,0.29045759469572835,0.0
0.15851099999999999,0.5104314774113902,0.0
0.38897800000000005,0.4633294824866121,1.0
0.255071,0.43102119092952157,1.0
0.200777,0.2686615596400383,0.0
0.129736,0.27804678599237004,0.0
0.47975200000000007,0.4910307037103438,1.0
0.47256400000000004,0.572854749803143,1.0
0.139951,0.3647963879971323,0.0
0.123102,0.3560133270770227,0.0
0.9042629999999999,0.9410066307235683,1.0
0.9979979999999999,0.980861828742892,1.0
